Rapport_Collecte,Rapport_clean,Contamination,Etat_materiau
"Feuilles et cartons collectés à l'Usine A. Masse totale 11.4 kg. Matériau léger, souple et opaque. Légère contamination observée.",feuilles carton masse totale 11 4kg léger souple opaque légère contamination observée,1,Inconnu
"Déchet non catégorisé collecté depuis le Centre de Tri. Poids 142.5 kg, volume 313.8 L. Caractéristiques ambiguës. Nécessite analyse complémentaire.",non catégorisé depuis centre tri poids 142 5kg volume 313 caractéristiques ambiguës nécessite analyse complémentaire,0,Inconnu
"Lot de papier récupéré à l'Usine B. Poids léger de 16.7 kg, volume petit. Matériau souple, non conducteur, aspect très opaque. Bon état général.",papier récupéré poids léger 16 7kg volume petit souple non conducteur aspect très opaque bon état général,0,Inconnu
"Déchet de type papier identifié dans un site non renseigné. Volume estimé -3.4 L, poids 23.1 kg. Texture semi-rigide, très opaque.",papier identifié non renseigné volume 3 poids 23 1kg texture semi rigide très opaque,0,Inconnu
"Déchet métallique détecté en provenance de l'Usine A. Poids 45.8 kg, volume 98.1 L. Conductivité élevée (0.807), rigidité importante. Poids anormalement élevé pour cette catégorie.",métallique détecté poids 45 8kg volume 98 conductivité élevée 0 807 rigidité importante poids anormalement élevé cette catégorie,0,Inconnu
"Déchet métallique détecté en provenance de l'Usine A. Poids 84.6 kg, volume 199.2 L. Conductivité élevée (0.850), rigidité importante. Poids anormalement élevé pour cette catégorie.",métallique détecté poids 84 6kg volume 199 conductivité élevée 0 850 rigidité importante poids anormalement élevé cette catégorie,0,Inconnu
"Emballages plastiques récupérés issu de la collecte citoyenne. Masse non mesuré kg, volume 30.6 L. semi-rigide, non conducteur.",emballages plastique récupérés citoyenne masse non mesuré volume 30 semi rigide non conducteur,0,Inconnu
"Déchet en verre collecté au centre de tri municipal. Poids lourd : 206.7 kg, volume 379.1 L. Très rigide, non conducteur, aspect légèrement translucide.",verre centre tri municipal poids lourd 206 7kg volume 379 très rigide non conducteur aspect légèrement translucide,0,Moyen
"Collecte de déchets papier issu de la collecte citoyenne. Masse 14.4 kg. Matériau de rigidité non mesurée, sans conductivité électrique. Surface très opaque.",déchets papier citoyenne masse 14 4kg rigidité non mesurée sans conductivité électrique surface très opaque,0,Inconnu
"Feuilles et cartons collectés à l'Usine A. Masse totale 12.7 kg. Matériau léger, souple et opaque. Acheminement prioritaire demandé.",feuilles carton masse totale 12 7kg léger souple opaque acheminement prioritaire demandé,0,Inconnu
"Emballages plastiques récupérés depuis le Centre de Tri. Masse non mesuré kg, volume 103.5 L. semi-rigide, non conducteur.",emballages plastique récupérés depuis centre tri masse non mesuré volume 103 semi rigide non conducteur,0,Inconnu
"Feuilles et cartons collectés au centre de tri municipal. Masse totale 16.3 kg. Matériau léger, souple et opaque. État dégradé, recyclage partiel possible.",feuilles carton centre tri municipal masse totale 16 3kg léger souple opaque état dégradé recyclage partiel possible,0,Inconnu
Lot de verre trié en provenance de l'Usine B. Masse 172.1 kg. Matériau lourd et extrêmement rigide. Aspect indéterminée. Odeur inhabituelle signalée par l'agent.,verre trié masse 172 1kg lourd extrêmement rigide aspect indéterminée odeur inhabituelle signalée agent,0,Inconnu
"Lot plastique via la collecte citoyenne. Volume 107.6 L, poids 54.0 kg. Aspect semi-opaque, rigidité moyenne. Aucune trace de métal.",plastique via citoyenne volume 107 poids 54 0kg aspect semi opaque rigidité moyenne aucune trace métal,1,Moyen
"Déchet en verre collecté via la collecte citoyenne. Poids lourd : 181.9 kg, volume 348.1 L. Très rigide, non conducteur, aspect légèrement translucide.",verre via citoyenne poids lourd 181 9kg volume 348 très rigide non conducteur aspect légèrement translucide,0,Moyen
"Déchets plastiques divers depuis l'Usine B. Poids estimé 20.0 kg. Opacité semi-opaque, souplesse variable. Matériau mélangé à d'autres déchets.",déchets plastique diver depuis poids 20 0kg opacité semi opaque souplesse variable mélangé autres déchets,0,Inconnu
"Lot plastique lors d'une collecte citoyenne. Volume 89.4 L, poids non mesuré kg. Aspect légèrement translucide, rigidité moyenne. Aucune trace de métal.",plastique lors citoyenne volume 89 poids non mesuré aspect légèrement translucide rigidité moyenne aucune trace métal,1,Moyen
"Déchet métallique détecté à l'Usine A. Poids 63.2 kg, volume 143.9 L. Conductivité élevée (0.923), rigidité importante. Poids anormalement élevé pour cette catégorie.",métallique détecté poids 63 2kg volume 143 conductivité élevée 0 923 rigidité importante poids anormalement élevé cette catégorie,0,Inconnu
"Bris de verre ou contenants sans localisation enregistrée. Masse 234.4 kg. Matériau dense, rigidité élevée, transparence partielle. Volume surestimé, vérification recommandée.",bris verre contenants sans localisation enregistrée masse 234 4kg dense rigidité élevée transparence partielle volume surestimé vérification recommandée,0,Moyen
"Déchet de type papier identifié lors d'une collecte citoyenne. Volume estimé 53.8 L, poids 21.3 kg. Texture semi-rigide, très opaque.",papier identifié lors citoyenne volume 53 poids 21 3kg texture semi rigide très opaque,0,Inconnu
"Lot de papier récupéré depuis l'Usine B. Poids léger de 15.6 kg, volume moyen. Matériau souple, non conducteur, aspect très opaque. Bon état général.",papier récupéré depuis poids léger 15 6kg volume moyen souple non conducteur aspect très opaque bon état général,0,Moyen
Lot de verre trié au centre de tri municipal. Masse 177.0 kg. Matériau lourd et extrêmement rigide. Aspect légèrement translucide. Aucune anomalie signalée.,verre trié centre tri municipal masse 177 0kg lourd extrêmement rigide aspect légèrement translucide aucune anomalie signalée,0,Moyen
"Collecte de déchets papier issu de la collecte citoyenne. Masse 23.4 kg. Matériau semi-rigide, sans conductivité électrique. Surface très opaque.",déchets papier citoyenne masse 23 4kg semi rigide sans conductivité électrique surface très opaque,0,Inconnu
"Déchet de type papier identifié au Centre de Tri. Volume estimé 70.3 L, poids non mesuré kg. Texture semi-rigide, très opaque.",papier identifié centre tri volume 70 poids non mesuré texture semi rigide très opaque,0,Inconnu
"Déchet en verre collecté sans localisation enregistrée. Poids lourd : 1490.5 kg, volume 287.5 L. Très rigide, non conducteur, aspect légèrement translucide.",verre sans localisation enregistrée poids lourd 1490 5kg volume 287 très rigide non conducteur aspect légèrement translucide,0,Moyen
"Emballages plastiques récupérés au Centre de Tri. Masse 35.1 kg, volume 30.2 L. semi-rigide, non conducteur.",emballages plastique récupérés centre tri masse 35 1kg volume 30 semi rigide non conducteur,0,Inconnu
Lot de verre trié à l'Usine B. Masse 138.9 kg. Matériau lourd et extrêmement rigide. Aspect légèrement translucide. Traces d'humidité détectées.,verre trié masse 138 9kg lourd extrêmement rigide aspect légèrement translucide trace humidité détectées,1,Moyen
"Plastique de tri sélectif en provenance de l'Usine B. Masse 27.4 kg. Matériau rigide, faible conductivité. Lot conforme aux standards de tri.",plastique tri sélectif masse 27 4kg rigide faible conductivité conforme standard tri,0,Inconnu
"Feuilles et cartons collectés en provenance de l'Usine A. Masse totale non mesuré kg. Matériau léger, souple et opaque. Conditionnement non conforme au protocole.",feuilles carton masse totale non mesuré léger souple opaque conditionnement non conforme protocole,0,Inconnu
"Papier usagé provenant de l'Usine A. Poids relevé : 8.9 kg. Faible rigidité, non conducteur. Poids anormalement élevé pour cette catégorie.",papier usagé provenant poids relevé 8 9kg faible rigidité non conducteur poids anormalement élevé cette catégorie,0,Inconnu
"Lot de papier récupéré en provenance de l'Usine B. Poids léger de 16.1 kg, volume moyen. Matériau souple, non conducteur, aspect très opaque. Bon état général.",papier récupéré poids léger 16 1kg volume moyen souple non conducteur aspect très opaque bon état général,0,Moyen
"Métal de récupération issu de la collecte citoyenne. Masse 58.4 kg. Forte conductivité (0.975), rigidité élevée. Bonne valeur marchande.",métal récupération citoyenne masse 58 4kg forte conductivité 0 975 rigidité élevée bonne valeur marchande,0,Inconnu
"Déchet plastique collecté provenant de l'Usine A. Poids 36.0 kg, volume 94.7 L. Rigidité semi-rigide, non conducteur. Surface semi-opaque.",plastique provenant poids 36 0kg volume 94 rigidité semi rigide non conducteur surface semi opaque,0,Inconnu
Déchets métalliques triés à l'Usine B. Poids 82.1 kg. Conductivité mesurée : 0.947. Matériau dense et résistant. Aucune anomalie signalée.,déchets métalliques triés poids 82 1kg conductivité mesurée 0 947 dense résistant aucune anomalie signalée,0,Inconnu
"Ferraille ou métal collecté depuis le Centre de Tri. Masse 52.9 kg. Haute conductivité électrique, matériau extrêmement rigide. Prix revente estimé.",ferraille métal depuis centre tri masse 52 9kg haute conductivité électrique extrêmement rigide prix revente,0,Inconnu
"Déchet en verre collecté au centre de tri municipal. Poids lourd : -99.0 kg, volume 373.6 L. Très rigide, non conducteur, aspect légèrement translucide.",verre centre tri municipal poids lourd 99 0kg volume 373 très rigide non conducteur aspect légèrement translucide,0,Moyen
Déchets métalliques triés issu de la collecte citoyenne. Poids 57.0 kg. Conductivité mesurée : 0.919. Matériau dense et résistant. Odeur inhabituelle signalée par l'agent.,déchets métalliques triés citoyenne poids 57 0kg conductivité mesurée 0 919 dense résistant odeur inhabituelle signalée agent,0,Inconnu
Lot de verre trié au centre de tri municipal. Masse 214.5 kg. Matériau lourd et extrêmement rigide. Aspect légèrement translucide. Aucune anomalie signalée.,verre trié centre tri municipal masse 214 5kg lourd extrêmement rigide aspect légèrement translucide aucune anomalie signalée,0,Moyen
"Déchet en verre collecté au Centre de Tri. Poids lourd : 153.8 kg, volume 275.0 L. Très rigide, non conducteur, aspect légèrement translucide.",verre centre tri poids lourd 153 8kg volume 275 très rigide non conducteur aspect légèrement translucide,0,Moyen
"Lot métallique en provenance de l'Usine B. Poids 76.6 kg, volume 139.1 L. Conducteur, très rigide. Aspect très opaque. État dégradé, recyclage partiel possible.",métallique poids 76 6kg volume 139 conducteur très rigide aspect très opaque état dégradé recyclage partiel possible,0,Inconnu
"Plastique de tri sélectif au Centre de Tri. Masse 22.3 kg. Matériau de rigidité non mesurée, faible conductivité. Matériau mélangé à d'autres déchets.",plastique tri sélectif centre tri masse 22 3kg rigidité non mesurée faible conductivité mélangé autres déchets,0,Inconnu
"Déchets plastiques divers dans un site non renseigné. Poids estimé -99.0 kg. Opacité légèrement translucide, souplesse variable. Traces d'humidité détectées.",déchets plastique diver non renseigné poids 99 0kg opacité légèrement translucide souplesse variable trace humidité détectées,1,Moyen
"Déchet plastique collecté depuis le Centre de Tri. Poids 28.4 kg, volume 33.8 L. Rigidité semi-rigide, non conducteur. Surface semi-opaque.",plastique depuis centre tri poids 28 4kg volume 33 rigidité semi rigide non conducteur surface semi opaque,0,Inconnu
"Déchet plastique collecté depuis le Centre de Tri. Poids non mesuré kg, volume 19.1 L. Rigidité de rigidité non mesurée, non conducteur. Surface légèrement translucide.",plastique depuis centre tri poids non mesuré volume 19 rigidité rigidité non mesurée non conducteur surface légèrement translucide,0,Moyen
"Déchets plastiques divers en provenance de l'Usine B. Poids estimé 38.5 kg. Opacité légèrement translucide, souplesse variable. Odeur inhabituelle signalée par l'agent.",déchets plastique diver poids 38 5kg opacité légèrement translucide souplesse variable odeur inhabituelle signalée agent,0,Moyen
